IPC-Section,Description,Offense,,,
203,"if someone knowingly provides false information about an offense they believe has been committed,","Arjun intentionally provides false information about Meera's actions, falsely portraying her as a wrongdoer to harm her image.",,,
204,"if someone hides, destroys, or alters a document that they are legally required to present as evidence in court or before a public servant to prevent its use.","Rahul Tampering with Evidence: Rahul, facing legal scrutiny, secretly alters crucial documents to evade accountability before presenting them to the authorities.",,,
204,"if someone hides, destroys, or alters a document that they are legally required to present as evidence in court or before a public servant to prevent its use.","Priya's Document Destruction: Priya, fearing legal consequences, destroys vital records she is obligated to produce, hindering the investigation into her actions.",,,
204,"if someone hides, destroys, or alters a document that they are legally required to present as evidence in court or before a public servant to prevent its use.","Amit's Evidence Concealment: Amit, anticipating legal trouble, hides pertinent documents that are essential for a fair trial, obstructing the judicial process.",,,
205,"
if someone falsely pretends to be another person and makes statements or takes actions in legal matters","Rakesh impersonated Rajesh in court, providing false testimony that led to legal consequences for the real Rajesh.",,,
205,"
if someone falsely pretends to be another person and makes statements or takes actions in legal matters","Sneha deceitfully posed as Sunita during a property transaction, causing legal complications for the genuine Sunita.",,,
205,"
if someone falsely pretends to be another person and makes statements or takes actions in legal matters","Arjun assumed the identity of Aryan in a business deal, making fraudulent statements that had legal repercussions for Aryan.",,,
206,"
if someone fraudulently removes, conceals, transfers, or delivers property to prevent it from being taken as forfeiture or in satisfaction of a fine or court order.",Rahul: Rahul deceitfully hides his assets to avoid them being seized by the court as part of a legal penalty.,,,
206,"
if someone fraudulently removes, conceals, transfers, or delivers property to prevent it from being taken as forfeiture or in satisfaction of a fine or court order.",Priya: Priya fraudulently transfers her property to a family member to prevent it from being taken as forfeiture in a legal case.,,,
206,"
if someone fraudulently removes, conceals, transfers, or delivers property to prevent it from being taken as forfeiture or in satisfaction of a fine or court order.",Amit: Amit conceals his financial assets to hinder them from being used to satisfy a court-ordered fine.,,,
207,"

if someone fraudulently accepts, receives, or claims property that they have no right to, with the intention of preventing it from being taken as forfeiture or in satisfaction of a fine or court order.
","Rahul deceitfully acquires his cousin's inheritance, intending to evade legal consequences and keep the property hidden.",,,
207,"

if someone fraudulently accepts, receives, or claims property that they have no right to, with the intention of preventing it from being taken as forfeiture or in satisfaction of a fine or court order.
","Priya fraudulently seizes her business partner's assets, aiming to prevent them from being used as forfeit or to satisfy a court order.",,,
207,"

if someone fraudulently accepts, receives, or claims property that they have no right to, with the intention of preventing it from being taken as forfeiture or in satisfaction of a fine or court order.
","Arjun falsely claims ownership of his colleague's valuable possessions, with the intention of avoiding any legal repercussions and maintaining control.",,,
208,if someone fraudulently causes or allows a court decree or order to be passed against them for an amount or property that is not owed or has already been satisfied,"Raj deliberately orchestrates a false court decree against himself, claiming unpaid debts to wrongfully seize Anjali's property.",,,
208,if someone fraudulently causes or allows a court decree or order to be passed against them for an amount or property that is not owed or has already been satisfied,"Sneha conspires to obtain a court order against her, falsely accusing Dev of financial liabilities, in an attempt to unjustly claim his assets.",,,
208,if someone fraudulently causes or allows a court decree or order to be passed against them for an amount or property that is not owed or has already been satisfied,"Arjun manipulates legal proceedings to secure a fraudulent court order against him, deceitfully implicating Priya in a non-existent debt to seize her belongings.",,,
209,someone makes a false claim in a Court of Justice with the intention to deceive or harm someone.,"Raj falsely accuses Aisha of theft in court, hoping to damage her reputation and settle a personal score.",,,
209,someone makes a false claim in a Court of Justice with the intention to deceive or harm someone.,"Sneha fabricates evidence against Rahul during a legal proceeding, aiming to tarnish his image and gain an advantage.",,,
209,someone makes a false claim in a Court of Justice with the intention to deceive or harm someone.,"Arjun provides misleading testimony against Priya in court, intending to harm her chances in a legal dispute.",,,
210,"someone fraudulently obtains a court decree or order against another person for an amount or property that is not due, or after it has already been satisfied, or allows such fraudulent actions to be done in their name","Rahul's Rivalry: In a cunning move, Sneha orchestrates a fake court decree against Rahul, falsely claiming an unpaid debt that had already been settled.",,,
210,"someone fraudulently obtains a court decree or order against another person for an amount or property that is not due, or after it has already been satisfied, or allows such fraudulent actions to be done in their name","Priya's Plot: Unwilling to accept defeat, Rohit engages in deceit, securing a fraudulent court order against Priya for assets she no longer owns.",,,
210,"someone fraudulently obtains a court decree or order against another person for an amount or property that is not due, or after it has already been satisfied, or allows such fraudulent actions to be done in their name","Amit's Ambush: Seeking revenge, Meera manipulates legal proceedings to wrongly accuse Amit of owing her money, tarnishing his reputation with a deceitful court decree.",,,
211," someone falsely institutes a criminal proceeding against another person with the intent to cause injury, knowing there is no just reason for it","Rajesh falsely accuses Priya of theft, intending to harm her reputation, despite knowing she is innocent and there's no valid reason for the criminal proceeding.",,,
211," someone falsely institutes a criminal proceeding against another person with the intent to cause injury, knowing there is no just reason for it","Sneha maliciously initiates legal action against Arjun, falsely claiming fraud to harm his business prospects, despite being aware of his innocence.",,,
211," someone falsely institutes a criminal proceeding against another person with the intent to cause injury, knowing there is no just reason for it","Aryan fabricates a criminal case against Kavita, with the malicious intent of causing harm and damaging her personal and professional life, knowing there is no legitimate basis for the accusation.",,,
212,"someone harbors or conceals a person they know or believe to be the offender of a crime, with the intention of protecting them from legal punishment","Aman hid his friend Rohit, who was involved in a theft, to shield him from the authorities.",,,
212,"someone harbors or conceals a person they know or believe to be the offender of a crime, with the intention of protecting them from legal punishment","Priya concealed her brother Arjun, who was accused of a hit-and-run, aiming to keep him safe from legal consequences.",,,
212,"someone harbors or conceals a person they know or believe to be the offender of a crime, with the intention of protecting them from legal punishment","Raj protected his cousin Suresh, a suspect in a fraud case, by harboring him and preventing his arrest.",,,
213,"someone accepts a bribe or obtains property in exchange for concealing an offense, protecting someone from legal punishment, or not taking legal action against them",Rajesh accepted a bribe to hide Arjun's involvement in a financial scam.,,,
213,"someone accepts a bribe or obtains property in exchange for concealing an offense, protecting someone from legal punishment, or not taking legal action against them",Sneha received property for covering up Priya's embezzlement scheme.,,,
213,"someone accepts a bribe or obtains property in exchange for concealing an offense, protecting someone from legal punishment, or not taking legal action against them",Ankit took a bribe to shield Aakash from legal consequences related to a corporate fraud.,,,
214," someone gives or offers a bribe or restores property to another person to make them conceal an offense, protect someone from legal punishment, or avoid legal proceedings against them,","Arjun tried to bribe the witness, Ramesh, with a hefty sum to ensure he wouldn't testify against his brother in the court case.",,,
214," someone gives or offers a bribe or restores property to another person to make them conceal an offense, protect someone from legal punishment, or avoid legal proceedings against them,","Sneha returned stolen goods to her friend Priya, hoping Priya would keep quiet about their involvement in the illegal activity.",,,
214," someone gives or offers a bribe or restores property to another person to make them conceal an offense, protect someone from legal punishment, or avoid legal proceedings against them,","Rajesh offered a bribe to his colleague, Aman, to keep quiet about their team's fraudulent practices in the project.",,,
215," someone takes or agrees to take a bribe under the pretext of helping another person recover their stolen property, but fails to make any effort to apprehend and convict the offender","Rajesh, a corrupt police officer, accepts a bribe from Ankit to recover his stolen car but deliberately avoids investigating the case.",,,
215," someone takes or agrees to take a bribe under the pretext of helping another person recover their stolen property, but fails to make any effort to apprehend and convict the offender","Sneha, a government official, promises to assist Preeti in recovering her stolen jewelry in exchange for a bribe but never takes any action against the thief.",,,
215," someone takes or agrees to take a bribe under the pretext of helping another person recover their stolen property, but fails to make any effort to apprehend and convict the offender","Arjun, a dishonest investigator, agrees to help Sunil trace his stolen laptop for a fee but intentionally neglects the investigation, leaving Sunil without any resolution.",,,
216," someone helps a person, who is in custody for a serious offense or ordered to be apprehended, to escape or hides them with the intention of preventing their arrest","Raj, a loyal friend, aided Aarav in evading authorities after he was accused of a serious crime, shielding him from arrest.",,,
216," someone helps a person, who is in custody for a serious offense or ordered to be apprehended, to escape or hides them with the intention of preventing their arrest","Sneha, out of misguided loyalty, assisted Akshay in escaping custody, hoping to protect him from the consequences of a grave offense.",,,
216," someone helps a person, who is in custody for a serious offense or ordered to be apprehended, to escape or hides them with the intention of preventing their arrest","Arjun, driven by a sense of allegiance, concealed Rahul, who faced serious charges, helping him avoid apprehension and legal consequences.",,,
217,"a public servant knowingly disobeys the law to save someone from legal punishment or subject them to a lesser punishment, or to save property from forfeiture","Alok, a government official, deliberately ignores regulations to shield his friend Arjun from severe legal consequences, opting for a more lenient penalty.",,,
217,"a public servant knowingly disobeys the law to save someone from legal punishment or subject them to a lesser punishment, or to save property from forfeiture","Sneha, a public servant, knowingly violates the law to protect her cousin Rajat from facing harsh legal repercussions, opting for a milder punishment.",,,
217,"a public servant knowingly disobeys the law to save someone from legal punishment or subject them to a lesser punishment, or to save property from forfeiture","Priya, a civil servant, intentionally disobeys regulations to spare her brother Rohit from severe legal penalties, ensuring a more lenient outcome.",,,
218,"a public servant, responsible for preparing records or writings, deliberately frames them incorrectly to cause loss, injury, or save someone from legal punishment or property from forfeiture","Rahul, a government clerk, falsified land records to protect his friend from property forfeiture, causing financial loss to unsuspecting citizens.",,,
218,"a public servant, responsible for preparing records or writings, deliberately frames them incorrectly to cause loss, injury, or save someone from legal punishment or property from forfeiture","Anita, a municipal officer, deliberately manipulated financial documents, resulting in the wrongful allocation of funds and causing harm to public welfare.",,,
218,"a public servant, responsible for preparing records or writings, deliberately frames them incorrectly to cause loss, injury, or save someone from legal punishment or property from forfeiture","Kiran, a tax official, intentionally distorted tax records to shield a business owner from legal consequences, leading to financial losses for the government and honest taxpayers.",,,
219," a public servant knowingly gives a false report, order, verdict, or decision in any stage of a judicial proceeding","Arjun, a government official, deliberately provides a false report during a court hearing, compromising the integrity of the judicial process.",,,
219," a public servant knowingly gives a false report, order, verdict, or decision in any stage of a judicial proceeding","Sneha, a public servant, knowingly issues a deceptive order, undermining the trust placed in the legal system.",,,
219," a public servant knowingly gives a false report, order, verdict, or decision in any stage of a judicial proceeding","Rajat, a government employee, intentionally delivers a misleading verdict in a judicial proceeding, distorting the course of justice.",,,
220,"if someone, holding an office with the legal authority to detain or imprison others, corruptly or maliciously detains or imprisons someone knowing it is against the law","Ravi, a corrupt police officer, knowingly and unlawfully detains Shreya, fabricating charges to settle a personal score.",,,
220,"if someone, holding an office with the legal authority to detain or imprison others, corruptly or maliciously detains or imprisons someone knowing it is against the law","Sneha, an official with legal authority, maliciously imprisons Vikram, exploiting her position for personal gain and violating the law.",,,
220,"if someone, holding an office with the legal authority to detain or imprison others, corruptly or maliciously detains or imprisons someone knowing it is against the law","Arjun, wielding his official power, corruptly detains Aisha by falsely accusing her of a crime to serve his ulterior motives.",,,
221,"
if a public servant, who is responsible for apprehending someone charged with an offense, intentionally fails to do so or aids their escape","Raj, a public servant entrusted with apprehending offenders, deliberately allows Veer to escape, betraying his duty.",,,
221,"
if a public servant, who is responsible for apprehending someone charged with an offense, intentionally fails to do so or aids their escape","Priya, responsible for catching lawbreakers, intentionally neglects her duty and helps Rohit evade capture.",,,
221,"
if a public servant, who is responsible for apprehending someone charged with an offense, intentionally fails to do so or aids their escape","Arjun, a public servant tasked with apprehending criminals, actively assists Rahul in escaping from legal consequences.",,,
222,"if a public servant, who is responsible for apprehending or keeping someone in custody, intentionally fails to do so or aids their escape, they can face different punishments based on the seriousness of the offense, ranging ","Amit, a police officer, deliberately allows Rahul, a wanted criminal, to escape custody, jeopardizing public safety and violating his duty.",,,
222,"if a public servant, who is responsible for apprehending or keeping someone in custody, intentionally fails to do so or aids their escape, they can face different punishments based on the seriousness of the offense, ranging ","Priya, a government official, intentionally neglects to apprehend a fugitive, assisting Kunal in evading legal consequences and compromising the justice system.",,,
222,"if a public servant, who is responsible for apprehending or keeping someone in custody, intentionally fails to do so or aids their escape, they can face different punishments based on the seriousness of the offense, ranging ","Raj, a prison guard, purposefully facilitates the escape of a convicted offender, showcasing a breach of his responsibilities and hindering the execution of justice.",,,
223,"if a public servant, who is responsible for keeping someone in custody, negligently allows that person to escape.","Amit, a negligent police officer, allows Rajesh, a suspect, to escape from custody due to lackadaisical supervision.",,,
223,"if a public servant, who is responsible for keeping someone in custody, negligently allows that person to escape.","In a lapse of duty, Officer Priya's negligence enables Vikram, a detainee, to flee from custody unnoticed.",,,
223,"if a public servant, who is responsible for keeping someone in custody, negligently allows that person to escape.","Despite being entrusted with custody, Inspector Sunil's carelessness results in the unauthorized release of Suman, a detained individual.",,,
224," someone intentionally resists their lawful arrest for an offense they are charged with or have been convicted of, or tries to escape from lawful custody","Raj, charged with theft, forcefully resists arrest by struggling with the police officers.",,,
224," someone intentionally resists their lawful arrest for an offense they are charged with or have been convicted of, or tries to escape from lawful custody","Priya, convicted of fraud, attempts to escape custody by breaking free from the police escort during transportation.",,,
224," someone intentionally resists their lawful arrest for an offense they are charged with or have been convicted of, or tries to escape from lawful custody","Arjun, a suspect in a hit-and-run case, deliberately evades arrest by fleeing and hiding from law enforcement.",,,
225,that anyone who intentionally resists the lawful arrest of another person or tries to rescue someone lawfully detained for an offense.,"Rahul interfered with the arrest of his friend by physically resisting the police, leading to charges of obstruction.",,,
225,that anyone who intentionally resists the lawful arrest of another person or tries to rescue someone lawfully detained for an offense.,"Priya attempted to free her brother from custody after he was lawfully detained, resulting in charges for hindering arrest.",,,
225,that anyone who intentionally resists the lawful arrest of another person or tries to rescue someone lawfully detained for an offense.,"Arjun forcefully resisted being apprehended by the authorities, escalating the situation during a routine traffic stop.",,,
226,repealed,repealed,,,
226,repealed,repealed,,,
226,repealed,repealed,,,
227,"Whoever, having accepted any conditional remission of punishment, knowingly violates any condition on which such remission was granted","Arjun, after receiving conditional remission, deliberately violates the terms by engaging in criminal activities again.",,,
227,"Whoever, having accepted any conditional remission of punishment, knowingly violates any condition on which such remission was granted","Priya, granted conditional release, knowingly breaches the specified conditions, leading to a legal consequence.",,,
227,"Whoever, having accepted any conditional remission of punishment, knowingly violates any condition on which such remission was granted","Raj, despite receiving clemency with conditions, intentionally disobeys the terms and commits further offenses.",,,
228,someone intentionally insults or disrupts a public servant while they are involved in any stage of a judicial proceeding,"During a court hearing, Rakesh deliberately insults the judge by making derogatory remarks, disrupting the judicial proceeding.",,,
228,someone intentionally insults or disrupts a public servant while they are involved in any stage of a judicial proceeding,"Ananya intentionally disrupts a police officer's testimony in court by hurling insults, causing a disturbance in the legal process.",,,
228,someone intentionally insults or disrupts a public servant while they are involved in any stage of a judicial proceeding,"In the midst of a trial, Rajesh intentionally insults a public prosecutor, creating chaos and hindering the judicial proceedings.",,,
229," someone intentionally impersonates or allows themselves to be selected as a juror or assessor in a case where they are not legally entitled to be, and willingly serves in that role","Raj deliberately poses as a qualified juror in a court case, despite not meeting the legal requirements, and willingly participates in the proceedings.",,,
229," someone intentionally impersonates or allows themselves to be selected as a juror or assessor in a case where they are not legally entitled to be, and willingly serves in that role","Priya, with full knowledge of her ineligibility, intentionally impersonates a juror, deceiving the court during the selection process.",,,
229," someone intentionally impersonates or allows themselves to be selected as a juror or assessor in a case where they are not legally entitled to be, and willingly serves in that role","Arjun, fully aware of his disqualification, allows himself to be chosen as an assessor in a case and actively engages in the role unlawfully.",,,
230,"defines """"coin"""" as metal used as money and stamped by a government authority, and """"Indian coin"""" as metal stamped and issued by the Government of India to be used as money, even if it's no longer in circulation.","Raj's grandfather passed down an antique Indian coin, minted by the government decades ago, symbolizing a rich family history.",,,
230,"defines """"coin"""" as metal used as money and stamped by a government authority, and """"Indian coin"""" as metal stamped and issued by the Government of India to be used as money, even if it's no longer in circulation.","Priya eagerly collected rare Indian coins as a hobby, each piece representing a unique era in the country's numismatic heritage.",,,
230,"defines """"coin"""" as metal used as money and stamped by a government authority, and """"Indian coin"""" as metal stamped and issued by the Government of India to be used as money, even if it's no longer in circulation.","Arjun discovered an ancient Indian coin in an archaeological dig, shedding light on the trade and commerce of a bygone era.",,,
231,someone counterfeits or is involved in any step of counterfeiting coins,"Rajesh, a skilled artisan, illicitly duplicates ancient coins to sell them as authentic artifacts, deceiving collectors and historians.",,,
231,someone counterfeits or is involved in any step of counterfeiting coins,"Sneha collaborates with a counterfeit coin ring, manufacturing and distributing fake currency with the aim of undermining the monetary system.",,,
231,someone counterfeits or is involved in any step of counterfeiting coins,"Alok engages in the production of imitation coins, tarnishing the reputation of numismatists who unknowingly acquire his fraudulent creations.",,,
232,if someone counterfeits or is involved in any step of counterfeiting Indian coins,"Rajesh was caught counterfeiting Indian coins, tarnishing his otherwise reputable image in the community.",,,
232,if someone counterfeits or is involved in any step of counterfeiting Indian coins,"Sneha, once a trusted member, got entangled in the web of counterfeiting Indian currency, risking her career and relationships.",,,
232,if someone counterfeits or is involved in any step of counterfeiting Indian coins,"Rohit's involvement in the counterfeiting of Indian coins shocked his friends, as he had always been regarded as an honest individual.",,,
233,"if someone manufactures, repairs, buys, sells, or deals with any die or instrument intended for counterfeiting coins","Rahul was caught manufacturing counterfeit coin dies in his basement, attempting to flood the market with fake currency.",,,
233,"if someone manufactures, repairs, buys, sells, or deals with any die or instrument intended for counterfeiting coins","Sneha was arrested for repairing illegal coin-minting instruments, aiding a criminal network in producing fake money.",,,
233,"if someone manufactures, repairs, buys, sells, or deals with any die or instrument intended for counterfeiting coins","Aryan faced charges for buying counterfeit coin dies, intending to profit from the illicit production of fake coins.",,,
234," if someone manufactures, repairs, buys, sells, or deals with any die or instrument intended for counterfeiting Indian coins",Rajesh was arrested for manufacturing counterfeit dies designed to forge Indian coins.,,,
234," if someone manufactures, repairs, buys, sells, or deals with any die or instrument intended for counterfeiting Indian coins",Sneha faced legal consequences for dealing in instruments meant for counterfeiting Indian currency.,,,
234," if someone manufactures, repairs, buys, sells, or deals with any die or instrument intended for counterfeiting Indian coins",Arjun's involvement in the repair of equipment used for making fake coins led to his arrest.,,,
235,if someone is found in possession of any instrument or material meant for counterfeiting coins or if they know or have reason to believe it's intended for counterfeiting,"Rahul was apprehended with a set of sophisticated tools used in coin counterfeiting, raising suspicions about his involvement in the illicit activity.",,,
235,if someone is found in possession of any instrument or material meant for counterfeiting coins or if they know or have reason to believe it's intended for counterfeiting,"Amita was found with materials commonly used in the production of fake coins, casting doubt on her intentions and potential role in counterfeiting.",,,
235,if someone is found in possession of any instrument or material meant for counterfeiting coins or if they know or have reason to believe it's intended for counterfeiting,"Authorities discovered a hidden stash of coin counterfeiting equipment in the possession of Rajesh, prompting an investigation into his knowledge and possible connection to the illegal operation.",,,
235,if someone is found in possession of any instrument or material meant for counterfeiting coins or if they know or have reason to believe it's intended for counterfeiting,"Priya was caught with a suspicious collection of materials linked to counterfeiting coins, leading law enforcement to question her about the intended use of these items.",,,
236,someone in India encourages or supports the counterfeiting of coins outside India,"Rajat, a crafty individual in Mumbai, secretly backs a counterfeit coin operation abroad, exploiting unsuspecting collectors.",,,
236,someone in India encourages or supports the counterfeiting of coins outside India,"Preeti, a sly entrepreneur from Delhi, covertly aids the production of fake coins in a foreign country to profit from the illegal trade.",,,
236,someone in India encourages or supports the counterfeiting of coins outside India,"Vikram, a cunning dealer based in Kolkata, actively supports the counterfeiting of coins overseas, tarnishing the reputation of genuine currency collectors.",,,
237,someone knowingly imports or exports any counterfeit coin into or from India,"Raj knowingly smuggled fake coins into India, attempting to deceive authorities and profit from the illegal trade.",,,
237,someone knowingly imports or exports any counterfeit coin into or from India,"Sneha, with full awareness, engaged in the illicit import of counterfeit currency, jeopardizing the country's economic integrity.",,,
237,someone knowingly imports or exports any counterfeit coin into or from India,"Arjun deliberately shipped forged coins out of India, partaking in a scheme to undermine the nation's financial stability.",,,
238,if someone knowingly imports or exports any counterfeit Indian coin,"Raj knowingly imported counterfeit Indian coins, attempting to deceive authorities and undermine the country's currency integrity.",,,
238,if someone knowingly imports or exports any counterfeit Indian coin,"Sneha intentionally exported fake Indian coins, aiming to profit from the illicit trade and tarnish the nation's economic reputation.",,,
238,if someone knowingly imports or exports any counterfeit Indian coin,"Arjun, fully aware of the consequences, engaged in the deliberate importation of counterfeit Indian currency, jeopardizing the financial stability of the nation.",,,
239,"if someone knowingly possesses a counterfeit coin and with the intent to commit fraud, gives or tries to persuade someone else to accept it","Rahul, aware of the fake coin's nature, slyly convinces Arjun to accept it in exchange for goods, intending to deceive him.",,,
239,"if someone knowingly possesses a counterfeit coin and with the intent to commit fraud, gives or tries to persuade someone else to accept it","Priya, in full knowledge of the counterfeit coin, knowingly hands it over to Rohit, attempting to trick him into believing it's genuine currency.",,,
239,"if someone knowingly possesses a counterfeit coin and with the intent to commit fraud, gives or tries to persuade someone else to accept it","Amit, with a clear understanding of the fake coin's value, persuades Sneha to accept it, scheming to defraud her in a business transaction.",,,
240,"if someone knowingly possesses a counterfeit Indian coin and with the intent to commit fraud, gives or tries to persuade someone else to accept it","Raj knowingly carries a fake Indian coin, intending to deceive, and attempts to persuade Priya to accept it as genuine currency.",,,
240,"if someone knowingly possesses a counterfeit Indian coin and with the intent to commit fraud, gives or tries to persuade someone else to accept it","Anika, with fraudulent intent, possesses a counterfeit Indian coin and tries to convince Arjun to use it for a transaction.",,,
240,"if someone knowingly possesses a counterfeit Indian coin and with the intent to commit fraud, gives or tries to persuade someone else to accept it","Aditya, aware of a fake Indian coin in his possession, aims to commit fraud by convincing Sneha to accept it as valid currency.",,,
241,"if someone knowingly gives or tries to convince another person that a counterfeit coin is genuine, but they were unaware it was counterfeit when they received it","Raj knowingly passes a fake gold necklace to Priya, claiming it's a family heirloom, but he himself was unaware of its counterfeit nature.",,,
241,"if someone knowingly gives or tries to convince another person that a counterfeit coin is genuine, but they were unaware it was counterfeit when they received it","Sneha tries to convince Arjun that a rare painting is an original, not realizing she received it unknowingly as a forgery.",,,
241,"if someone knowingly gives or tries to convince another person that a counterfeit coin is genuine, but they were unaware it was counterfeit when they received it","Aman, thinking he inherited a valuable antique watch, unknowingly passes on a counterfeit timepiece to his friend Ananya.",,,
242,if someone knowingly possesses a counterfeit coin with the intention to commit fraud,"Raj knowingly possesses a counterfeit coin, intending to deceive his friend Anusha during a trade.",,,
242,if someone knowingly possesses a counterfeit coin with the intention to commit fraud,Priya deliberately holds a fake coin with the aim of tricking her colleague Arjun in a financial transaction.,,,
242,if someone knowingly possesses a counterfeit coin with the intention to commit fraud,"Surya intentionally keeps a counterfeit coin to defraud his business partner, Kavita, in a deal.",,,
243,"Whoever, fraudulently or with intent that fraud may be committed, is in possession of counterfeit coin, which is a counterfeit of Indian coin, having known at the time when he became possessed of it that it was counterfeit,",Raj knowingly acquired fake Indian coins with the intention of committing fraud.,,,
243,"Whoever, fraudulently or with intent that fraud may be committed, is in possession of counterfeit coin, which is a counterfeit of Indian coin, having known at the time when he became possessed of it that it was counterfeit,","Sneha, with fraudulent intent, possessed counterfeit Indian coins, fully aware of their illegitimacy.",,,
243,"Whoever, fraudulently or with intent that fraud may be committed, is in possession of counterfeit coin, which is a counterfeit of Indian coin, having known at the time when he became possessed of it that it was counterfeit,","Arjun acquired fake Indian currency, being aware of its counterfeit nature, for deceptive purposes.",,,
244,if an employee of a legally established mint in India intentionally alters the weight or composition of coins issued from that mint.,"Raj, an employee at the Indian Mint, deliberately manipulates the weight of issued coins to gain personal profit, violating the law.",,,
244,if an employee of a legally established mint in India intentionally alters the weight or composition of coins issued from that mint.,"Sneha, employed at a legal mint, intentionally changes the composition of coins to create counterfeit currency, breaching regulations.",,,
244,if an employee of a legally established mint in India intentionally alters the weight or composition of coins issued from that mint.,"Arjun, working in an authorized mint, manipulates the coin specifications for personal gain, engaging in illicit activities against the organization.",,,
245,"
if someone unlawfully takes coining tools or instruments from a legally established mint in India.","Raj stole coining tools from the Mint, violating the law regarding the possession of such instruments in India.",,,
245,"
if someone unlawfully takes coining tools or instruments from a legally established mint in India.","Sneha was caught with unlawfully obtained coining tools, implicating her in the illegal act of taking them from a legally established mint.",,,
245,"
if someone unlawfully takes coining tools or instruments from a legally established mint in India.","Arjun faces charges for the unauthorized possession of coining instruments, which he took from the official mint without permission.",,,
246,"Whoever, fraudulently or dishonestly performs on any coin any operation which diminishes the weight or alters the composition of that coin
","Rahul: Rahul, with deceptive intent, manipulates the weight of a coin through fraudulent means, compromising its integrity.",,,
246,"Whoever, fraudulently or dishonestly performs on any coin any operation which diminishes the weight or alters the composition of that coin
","Aisha: Aisha engages in dishonest practices, altering the composition of coins through deceptive operations, undermining their authenticity.",,,
246,"Whoever, fraudulently or dishonestly performs on any coin any operation which diminishes the weight or alters the composition of that coin
","Vikram: Vikram, through fraudulent means, diminishes the weight of coins, engaging in deceptive operations that compromise their value.",,,
247,"Whoever fraudulently or dishonestly performs on any Indian coin any operation which diminishes the weight or alters the composition of that coin
","Raj, with dishonest intent, tampered with the weight of an Indian coin by shaving off small portions, deceiving others about its true value.",,,
247,"Whoever fraudulently or dishonestly performs on any Indian coin any operation which diminishes the weight or alters the composition of that coin
","Sneha engaged in fraudulent activities by altering the composition of an Indian coin, aiming to gain financially through deceptive means.",,,
247,"Whoever fraudulently or dishonestly performs on any Indian coin any operation which diminishes the weight or alters the composition of that coin
","Aryan deceitfully performed operations on Indian coins, diminishing their weight, and misleading people in the process.",,,
248,if someone intentionally alters the appearance of a coin to make it look like a different type of coin and tries to pass it off as such,"Rahul's Coin Trickery: Rahul deliberately modifies a coin's appearance to resemble a higher denomination, attempting to use it for transactions.",,,
248,if someone intentionally alters the appearance of a coin to make it look like a different type of coin and tries to pass it off as such,"Priya's Deceptive Currency: Priya intentionally alters a coin's features to make it appear more valuable, aiming to deceive others during exchanges.",,,
248,if someone intentionally alters the appearance of a coin to make it look like a different type of coin and tries to pass it off as such,"Amit's Coin Facade: Amit, with the intent to deceive, changes the appearance of a coin to mimic a rare currency, hoping to gain an unfair advantage in transactions.",,,
249,"Whoever performs on any Indian coin any operation which alters the appearance of that coin, with the intention that the said coin shall pass as a coin of a different description","Rajesh filed down the edges of an Indian coin, intending to pass it off as a rare collector's item.",,,
249,"Whoever performs on any Indian coin any operation which alters the appearance of that coin, with the intention that the said coin shall pass as a coin of a different description","Sneha engraved unauthorized symbols on an Indian coin, aiming to deceive others about its historical significance.",,,
249,"Whoever performs on any Indian coin any operation which alters the appearance of that coin, with the intention that the said coin shall pass as a coin of a different description","Arjun melted down an old coin and reshaped it to mimic a valuable antique, attempting to profit from its altered appearance.",,,
250,Delivery of coin possessed with knowledge that it is altered,Rahul knowingly hands over a counterfeit coin to Neha during their business transaction.,,,
250,Delivery of coin possessed with knowledge that it is altered,"Sneha deliberately provides a manipulated coin to Arjun, fully aware of its altered state.",,,
250,Delivery of coin possessed with knowledge that it is altered,"Aditi, with awareness of the coin's tampering, delivers it to Vikram as part of a dishonest exchange.",,,
251,"if someone knowingly possesses a fraudulent coin, and with the intent to commit fraud, gives or tries to persuade someone else to accept that coin","Rahul, aware of a counterfeit coin, attempts to trick Akshay into accepting it during a transaction, aiming to deceive him.",,,
251,"if someone knowingly possesses a fraudulent coin, and with the intent to commit fraud, gives or tries to persuade someone else to accept that coin","Priya knowingly possesses a fake coin and, with deceptive intentions, persuades Anika to trade goods with her using the fraudulent currency.",,,
251,"if someone knowingly possesses a fraudulent coin, and with the intent to commit fraud, gives or tries to persuade someone else to accept that coin","Amit, fully aware of the deceit, tries to pass on a fraudulent coin to convince Sagar to buy something, intending to profit dishonestly.",,,
252,Possession of coin by person who knew it to be altered when he became possessed thereof,"Raj, aware of a coin's alteration, willingly acquired it, showcasing knowledge of the tampering.",,,
252,Possession of coin by person who knew it to be altered when he became possessed thereof,"Priya knowingly took possession of a doctored coin, demonstrating awareness of its altered state.",,,
252,Possession of coin by person who knew it to be altered when he became possessed thereof,"Arjun, fully cognizant of a coin's modification, intentionally acquired it as part of his possessions.",,,
253,if someone knowingly possesses a fraudulent indian coin and intends to commit fraud or is aware that a fraud has already been committed with that coin,"Raj knowingly possesses a fraudulent Indian coin with the intent to deceive others, potentially causing financial harm.",,,
253,if someone knowingly possesses a fraudulent indian coin and intends to commit fraud or is aware that a fraud has already been committed with that coin,Sneha is aware that a fraud has been committed using a counterfeit Indian coin but continues to hold onto it without reporting the crime.,,,
